SalesOrderID,ShipMethodID,OnlineOrderFlag,CreditCardID,SubTotal,TaxAmt,Freight,TotalDue,SalesPersonID
52622,1,1,4938,53.99,4.3192,1.3498,59.659,NULL
52623,1,1,17856,53.99,4.3192,1.3498,59.659,NULL
52624,1,1,18828,34.99,2.7992,0.8748,38.664,NULL
52625,1,1,11280,564.99,45.1992,14.1248,624.314,NULL
52626,1,1,10087,37.97,3.0376,0.9493,41.9569,NULL
52627,1,1,1300,64.97,5.1976,1.6243,71.7919,NULL
52628,1,1,14136,71.58,5.7264,1.7895,79.0959,NULL
52629,1,1,17494,27.28,2.1824,0.682,30.1444,NULL
52630,1,1,2589,32.28,2.5824,0.807,35.6694,NULL
52631,1,1,3352,14.98,1.1984,0.3745,16.5529,NULL
52632,1,1,16370,124.45,9.956,3.1113,137.5173,NULL
52633,1,1,4641,14.98,1.1984,0.3745,16.5529,NULL
52634,1,1,10261,14.98,1.1984,0.3745,16.5529,NULL
52635,1,1,15675,64.47,5.1576,1.6118,71.2394,NULL
52636,1,1,16643,26.97,2.1576,0.6743,29.8019,NULL
52637,1,1,10725,39.98,3.1984,0.9995,44.1779,NULL
52638,1,1,5377,36.96,2.9568,0.924,40.8408,NULL
52639,1,1,3041,39.98,3.1984,0.9995,44.1779,NULL
52640,1,1,14824,39.98,3.1984,0.9995,44.1779,NULL
52641,1,1,7434,24.99,1.9992,0.6248,27.614,NULL
52642,1,1,12914,37.29,2.9832,0.9323,41.2055,NULL
52643,1,1,NULL,45.22,3.6176,1.1305,49.9681,NULL
52644,1,1,NULL,71.58,5.7264,1.7895,79.0959,NULL
52645,1,1,8596,149.98,11.9984,3.7495,165.7279,NULL
52646,1,1,18355,38.98,3.1184,0.9745,43.0729,NULL
52647,1,1,14185,38.98,3.1184,0.9745,43.0729,NULL
52648,1,1,13319,68.97,5.5176,1.7243,76.2119,NULL
52649,1,1,381,37.29,2.9832,0.9323,41.2055,NULL
52650,1,1,6533,42.28,3.3824,1.057,46.7194,NULL
52651,1,1,11390,47.94,3.8352,1.1985,52.9737,NULL
52652,1,1,6455,35,2.8,0.875,38.675,NULL
52653,1,1,13110,71.95,5.756,1.7988,79.5048,NULL
52654,1,1,11921,76.97,6.1576,1.9243,85.0519,NULL
52655,1,1,12414,78.48,6.2784,1.962,86.7204,NULL
52656,1,1,17951,106.96,8.5568,2.674,118.1908,NULL
52657,1,1,7184,2319.99,185.5992,57.9998,2563.589,NULL
52658,1,1,13731,2322.28,185.7824,58.057,2566.1194,NULL
52659,1,1,7011,786.33,62.9064,19.6583,868.8947,NULL
52660,1,1,3976,893.47,71.4776,22.3368,987.2844,NULL
52661,1,1,10315,751.34,60.1072,18.7835,830.2307,NULL
52662,1,1,16250,1223.84,97.9072,30.596,1352.3432,NULL
52663,1,1,18536,1236.78,98.9424,30.9195,1366.6419,NULL
52664,1,1,18893,1228.83,98.3064,30.7208,1357.8572,NULL
52665,1,1,956,1170.48,93.6384,29.262,1293.3804,NULL
52666,1,1,1450,1164.47,93.1576,29.1118,1286.7394,NULL
52667,1,1,14864,548.98,43.9184,13.7245,606.6229,NULL
52668,1,1,7883,2428.05,194.244,60.7013,2682.9953,NULL
52669,1,1,1168,1237.82,99.0256,30.9455,1367.7911,NULL
52670,1,1,4267,2478.34,198.2672,61.9585,2738.5657,NULL
52671,1,1,18429,2501.96,200.1568,62.549,2764.6658,NULL
52672,1,1,NULL,27.28,2.1824,0.682,30.1444,NULL
52673,1,1,1191,49.48,3.9584,1.237,54.6754,NULL
52674,1,1,7687,31.27,2.5016,0.7818,34.5534,NULL
52675,1,1,3050,21.98,1.7584,0.5495,24.2879,NULL
52676,1,1,19172,8.99,0.7192,0.2248,9.934,NULL
52677,1,1,15537,38.88,3.1104,0.972,42.9624,NULL
52678,1,1,9419,1750.98,140.0784,43.7745,1934.8329,NULL
52679,1,1,9263,1728.27,138.2616,43.2068,1909.7384,NULL
52680,1,1,10420,819.48,65.5584,20.487,905.5254,NULL
52681,1,1,16571,62.98,5.0384,1.5745,69.5929,NULL
52682,1,1,3510,2.29,0.1832,0.0573,2.5305,NULL
52683,1,1,7645,39.98,3.1984,0.9995,44.1779,NULL
52684,1,1,7617,23.78,1.9024,0.5945,26.2769,NULL
52685,1,1,5159,33.98,2.7184,0.8495,37.5479,NULL
52686,1,1,14743,27.77,2.2216,0.6943,30.6859,NULL
52687,1,1,11275,68.97,5.5176,1.7243,76.2119,NULL
52688,1,1,8749,28.99,2.3192,0.7248,32.034,NULL
52689,1,1,13513,38.88,3.1104,0.972,42.9624,NULL
52690,1,1,19015,34.98,2.7984,0.8745,38.6529,NULL
52691,1,1,320,71.58,5.7264,1.7895,79.0959,NULL
52692,1,1,5018,14.98,1.1984,0.3745,16.5529,NULL
52693,1,1,14853,69.99,5.5992,1.7498,77.339,NULL
52694,1,1,10576,4.99,0.3992,0.1248,5.514,NULL
52695,1,1,8286,7.28,0.5824,0.182,8.0444,NULL
52696,1,1,13197,39.98,3.1984,0.9995,44.1779,NULL
52697,1,1,6623,7.28,0.5824,0.182,8.0444,NULL
52698,1,1,6704,24.99,1.9992,0.6248,27.614,NULL
52699,1,1,2162,83.97,6.7176,2.0993,92.7869,NULL
52700,1,1,1435,133.49,10.6792,3.3373,147.5065,NULL
52701,1,1,14324,32.6,2.608,0.815,36.023,NULL
52702,1,1,17599,69.99,5.5992,1.7498,77.339,NULL
52703,1,1,14927,4.99,0.3992,0.1248,5.514,NULL
52704,1,1,8272,27.28,2.1824,0.682,30.1444,NULL
52705,1,1,9735,182.78,14.6224,4.5695,201.9719,NULL
52706,1,1,2900,60.47,4.8376,1.5118,66.8194,NULL
52707,1,1,7521,7.28,0.5824,0.182,8.0444,NULL
52708,1,1,11843,65.97,5.2776,1.6493,72.8969,NULL
52709,1,1,16114,35,2.8,0.875,38.675,NULL
52710,1,1,14825,42.28,3.3824,1.057,46.7194,NULL
52711,1,1,6207,21.98,1.7584,0.5495,24.2879,NULL
52712,1,1,2894,71.97,5.7576,1.7993,79.5269,NULL
52713,1,1,14785,8.99,0.7192,0.2248,9.934,NULL
52714,1,1,1953,561.97,44.9576,14.0493,620.9769,NULL
52715,1,1,4806,2478.24,198.2592,61.956,2738.4552,NULL
52716,1,1,12641,2329.98,186.3984,58.2495,2574.6279,NULL
52717,1,1,1161,1760.47,140.8376,44.0118,1945.3194,NULL
52718,1,1,8396,1700.99,136.0792,42.5248,1879.594,NULL
52719,1,1,15727,2442.54,195.4032,61.0635,2699.0067,NULL
52720,1,1,3466,574.98,45.9984,14.3745,635.3529,NULL
52721,1,1,13721,1268.84,101.5072,31.721,1402.0682,NULL
52722,1,1,13961,2493.54,199.4832,62.3385,2755.3617,NULL
52723,1,1,2502,548.98,43.9184,13.7245,606.6229,NULL
52724,1,1,6206,1149.47,91.9576,28.7368,1270.1644,NULL
52725,1,1,NULL,2508.03,200.6424,62.7008,2771.3732,NULL
52726,1,1,14446,2520.83,201.6664,63.0208,2785.5172,NULL
52727,1,1,6715,39.98,3.1984,0.9995,44.1779,NULL
52728,1,1,8736,3.99,0.3192,0.0998,4.409,NULL
52729,1,1,16841,1754.98,140.3984,43.8745,1939.2529,NULL
52730,1,1,13317,1758.95,140.716,43.9738,1943.6398,NULL
52731,1,1,16388,2364.97,189.1976,59.1243,2613.2919,NULL
52732,1,1,17333,2481.82,198.5456,62.0455,2742.4111,NULL
52733,1,1,NULL,2478.34,198.2672,61.9585,2738.5657,NULL
52734,1,1,17066,34.99,2.7992,0.8748,38.664,NULL
52735,1,1,10794,156.27,12.5016,3.9068,172.6784,NULL
52736,1,1,8034,156.27,12.5016,3.9068,172.6784,NULL
52737,1,1,1545,45.58,3.6464,1.1395,50.3659,NULL
52738,1,1,10095,69.97,5.5976,1.7493,77.3169,NULL
52739,1,1,11596,37.27,2.9816,0.9318,41.1834,NULL
52740,1,1,14518,29.99,2.3992,0.7498,33.139,NULL
52741,1,1,4666,14.98,1.1984,0.3745,16.5529,NULL
52742,1,1,10276,69.99,5.5992,1.7498,77.339,NULL
52743,1,1,5315,132.97,10.6376,3.3243,146.9319,NULL
52744,1,1,2256,39.98,3.1984,0.9995,44.1779,NULL
52745,1,1,3772,64.47,5.1576,1.6118,71.2394,NULL
52746,1,1,10482,61.96,4.9568,1.549,68.4658,NULL
52747,1,1,1134,100.46,8.0368,2.5115,111.0083,NULL
52748,1,1,8498,47.94,3.8352,1.1985,52.9737,NULL
52749,1,1,15489,71.97,5.7576,1.7993,79.5269,NULL
52750,1,1,6727,34.98,2.7984,0.8745,38.6529,NULL
52751,1,1,NULL,3.99,0.3192,0.0998,4.409,NULL
52752,1,1,13860,53.98,4.3184,1.3495,59.6479,NULL
52753,1,1,14270,37.27,2.9816,0.9318,41.1834,NULL
52754,1,1,350,162.99,13.0392,4.0748,180.104,NULL
52755,1,1,4010,7.28,0.5824,0.182,8.0444,NULL
52756,1,1,13545,8.99,0.7192,0.2248,9.934,NULL
52757,1,1,1411,76.97,6.1576,1.9243,85.0519,NULL
52758,1,1,15494,2388.96,191.1168,59.724,2639.8008,NULL
52759,1,1,8241,2374.98,189.9984,59.3745,2624.3529,NULL
52760,1,1,1793,2351.96,188.1568,58.799,2598.9158,NULL
52761,1,1,17844,2352.21,188.1768,58.8053,2599.1921,NULL
52762,1,1,2417,2341.46,187.3168,58.5365,2587.3133,NULL
52763,1,1,16740,574.98,45.9984,14.3745,635.3529,NULL
52764,1,1,13019,2384.07,190.7256,59.6018,2634.3974,NULL
52765,1,1,17961,791.32,63.3056,19.783,874.4086,NULL
52766,1,1,4873,561.48,44.9184,14.037,620.4354,NULL
52767,1,1,15089,562.96,45.0368,14.074,622.0708,NULL
52768,1,1,12523,1174.48,93.9584,29.362,1297.8004,NULL
52769,1,1,4088,1170.48,93.6384,29.262,1293.3804,NULL
52770,1,1,795,583.97,46.7176,14.5993,645.2869,NULL
52771,1,1,5993,1198.97,95.9176,29.9743,1324.8619,NULL
52772,1,1,4907,597.95,47.836,14.9488,660.7348,NULL
52773,1,1,1245,574.98,45.9984,14.3745,635.3529,NULL
52774,1,1,17464,2433.04,194.6432,60.826,2688.5092,NULL
52775,1,1,10614,1223.84,97.9072,30.596,1352.3432,NULL
52776,1,1,10431,2443.35,195.468,61.0838,2699.9018,NULL
52777,1,1,11806,810.32,64.8256,20.258,895.4036,NULL
52778,1,1,12716,98.96,7.9168,2.474,109.3508,NULL
52779,1,1,13579,31.27,2.5016,0.7818,34.5534,NULL
52780,1,1,3843,31.27,2.5016,0.7818,34.5534,NULL
52781,1,1,17470,29.99,2.3992,0.7498,33.139,NULL
52782,1,1,6680,14.23,1.1384,0.3558,15.7242,NULL
52783,1,1,18142,97.97,7.8376,2.4493,108.2569,NULL
52784,1,1,11974,2294.99,183.5992,57.3748,2535.964,NULL
52785,1,1,12636,2543.44,203.4752,63.586,2810.5012,NULL
52786,1,1,7895,2.29,0.1832,0.0573,2.5305,NULL
52787,1,1,785,11.94,0.9552,0.2985,13.1937,NULL
52788,1,1,19044,27.28,2.1824,0.682,30.1444,NULL
52789,1,1,18642,64.47,5.1576,1.6118,71.2394,NULL
52790,1,1,10387,25.48,2.0384,0.637,28.1554,NULL
52791,1,1,9006,27.28,2.1824,0.682,30.1444,NULL
52792,1,1,5694,24.99,1.9992,0.6248,27.614,NULL
52793,1,1,5841,34.98,2.7984,0.8745,38.6529,NULL
52794,1,1,17294,82.59,6.6072,2.0648,91.262,NULL
52795,1,1,18329,78.96,6.3168,1.974,87.2508,NULL
52796,1,1,10828,14.98,1.1984,0.3745,16.5529,NULL
52797,1,1,6742,123.98,9.9184,3.0995,136.9979,NULL
52798,1,1,2545,119.98,9.5984,2.9995,132.5779,NULL
52799,1,1,16751,4.99,0.3992,0.1248,5.514,NULL
52800,1,1,9322,148.47,11.8776,3.7118,164.0594,NULL
52801,1,1,10147,39.98,3.1984,0.9995,44.1779,NULL
52802,1,1,6105,39.98,3.1984,0.9995,44.1779,NULL
52803,1,1,6357,58.98,4.7184,1.4745,65.1729,NULL
52804,1,1,15734,39.98,3.1984,0.9995,44.1779,NULL
52805,1,1,2518,39.98,3.1984,0.9995,44.1779,NULL
52806,1,1,11786,59.98,4.7984,1.4995,66.2779,NULL
52807,1,1,8062,64.47,5.1576,1.6118,71.2394,NULL
52808,1,1,3503,39.98,3.1984,0.9995,44.1779,NULL
52809,1,1,2112,36.96,2.9568,0.924,40.8408,NULL
52810,1,1,19232,24.99,1.9992,0.6248,27.614,NULL
52811,1,1,16408,32.6,2.608,0.815,36.023,NULL
52812,1,1,7709,38.98,3.1184,0.9745,43.0729,NULL
52813,1,1,13288,110.46,8.8368,2.7615,122.0583,NULL
52814,1,1,12313,60.47,4.8376,1.5118,66.8194,NULL
52815,1,1,13352,30.48,2.4384,0.762,33.6804,NULL
52816,1,1,2451,3.99,0.3192,0.0998,4.409,NULL
52817,1,1,11653,58.98,4.7184,1.4745,65.1729,NULL
52818,1,1,18920,30.48,2.4384,0.762,33.6804,NULL
52819,1,1,9712,25.48,2.0384,0.637,28.1554,NULL
52820,1,1,10739,7.28,0.5824,0.182,8.0444,NULL
52821,1,1,7860,7.28,0.5824,0.182,8.0444,NULL
52822,1,1,16003,74.98,5.9984,1.8745,82.8529,NULL
52823,1,1,11858,42.28,3.3824,1.057,46.7194,NULL
52824,1,1,4003,141.98,11.3584,3.5495,156.8879,NULL
52825,1,1,2218,2319.99,185.5992,57.9998,2563.589,NULL
52826,1,1,5122,2365.94,189.2752,59.1485,2614.3637,NULL
52827,1,1,11168,2369.97,189.5976,59.2493,2618.8169,NULL
52828,1,1,12303,2376.96,190.1568,59.424,2626.5408,NULL
52829,1,1,5092,2329.98,186.3984,58.2495,2574.6279,NULL
52830,1,1,8695,2407.04,192.5632,60.176,2659.7792,NULL
52831,1,1,4643,722.77,57.8216,18.0693,798.6609,NULL
52832,1,1,14058,2447.05,195.764,61.1763,2703.9903,NULL
52833,1,1,8688,553.97,44.3176,13.8493,612.1369,NULL
52834,1,1,7959,588.96,47.1168,14.724,650.8008,NULL
52835,1,1,11483,539.99,43.1992,13.4998,596.689,NULL
52836,1,1,12134,1170.48,93.6384,29.262,1293.3804,NULL
52837,1,1,14679,1155.48,92.4384,28.887,1276.8054,NULL
52838,1,1,14289,1170.48,93.6384,29.262,1293.3804,NULL
52839,1,1,18683,548.98,43.9184,13.7245,606.6229,NULL
52840,1,1,399,2419.06,193.5248,60.4765,2673.0613,NULL
52841,1,1,8883,2539.42,203.1536,63.4855,2806.0591,NULL
52842,1,1,10711,1151.76,92.1408,28.794,1272.6948,NULL
52843,1,1,NULL,1120.49,89.6392,28.0123,1238.1415,NULL
52844,1,1,2607,1249.84,99.9872,31.246,1381.0732,NULL
52845,1,1,15506,1283.82,102.7056,32.0955,1418.6211,NULL
52846,1,1,8744,2294.99,183.5992,57.3748,2535.964,NULL
52847,1,1,10926,64.47,5.1576,1.6118,71.2394,NULL
52848,1,1,5273,69.99,5.5992,1.7498,77.339,NULL
52849,1,1,NULL,49.99,3.9992,1.2498,55.239,NULL
52850,1,1,13600,1709.98,136.7984,42.7495,1889.5279,NULL
52851,1,1,1764,819.48,65.5584,20.487,905.5254,NULL
52852,1,1,18569,84.98,6.7984,2.1245,93.9029,NULL
52853,1,1,NULL,27.28,2.1824,0.682,30.1444,NULL
52854,1,1,17997,38.88,3.1104,0.972,42.9624,NULL
52855,1,1,NULL,152.6,12.208,3.815,168.623,NULL
52856,1,1,2729,37.27,2.9816,0.9318,41.1834,NULL
52857,1,1,18963,38.98,3.1184,0.9745,43.0729,NULL
52858,1,1,5158,29.99,2.3992,0.7498,33.139,NULL
52859,1,1,10848,71.58,5.7264,1.7895,79.0959,NULL
52860,1,1,10907,32.28,2.5824,0.807,35.6694,NULL
52861,1,1,4481,37.27,2.9816,0.9318,41.1834,NULL
52862,1,1,18772,14.98,1.1984,0.3745,16.5529,NULL
52863,1,1,9352,78.98,6.3184,1.9745,87.2729,NULL
52864,1,1,11696,98.96,7.9168,2.474,109.3508,NULL
52865,1,1,2200,39.98,3.1984,0.9995,44.1779,NULL
52866,1,1,16809,61.96,4.9568,1.549,68.4658,NULL
52867,1,1,990,7.28,0.5824,0.182,8.0444,NULL
52868,1,1,6792,78.96,6.3168,1.974,87.2508,NULL
52869,1,1,13672,32.27,2.5816,0.8068,35.6584,NULL
52870,1,1,NULL,27.28,2.1824,0.682,30.1444,NULL
52871,1,1,608,27.28,2.1824,0.682,30.1444,NULL
52872,1,1,11709,15.23,1.2184,0.3808,16.8292,NULL
52873,1,1,3033,120.48,9.6384,3.012,133.1304,NULL
52874,1,1,9955,21.98,1.7584,0.5495,24.2879,NULL
52875,1,1,2785,1735.98,138.8784,43.3995,1918.2579,NULL
52876,1,1,17450,800.46,64.0368,20.0115,884.5083,NULL
52877,1,1,4559,806.76,64.5408,20.169,891.4698,NULL
52878,1,1,6588,2419.06,193.5248,60.4765,2673.0613,NULL
52879,1,1,12965,574.98,45.9984,14.3745,635.3529,NULL
52880,1,1,16177,1155.48,92.4384,28.887,1276.8054,NULL
52881,1,1,2447,574.98,45.9984,14.3745,635.3529,NULL
52882,1,1,15593,1249.84,99.9872,31.246,1381.0732,NULL
52883,1,1,2419,8.99,0.7192,0.2248,9.934,NULL
52884,1,1,12130,63.97,5.1176,1.5993,70.6869,NULL
52885,1,1,17660,42.93,3.4344,1.0733,47.4377,NULL
52886,1,1,19092,30.97,2.4776,0.7743,34.2219,NULL
52887,1,1,3718,48.98,3.9184,1.2245,54.1229,NULL
52888,1,1,4895,4.99,0.3992,0.1248,5.514,NULL
52889,1,1,18646,34.99,2.7992,0.8748,38.664,NULL
52890,1,1,8786,1754.98,140.3984,43.8745,1939.2529,NULL
52891,1,1,12765,1754.98,140.3984,43.8745,1939.2529,NULL
52892,1,1,NULL,1750.98,140.0784,43.7745,1934.8329,NULL
52893,1,1,13908,28.48,2.2784,0.712,31.4704,NULL
52894,1,1,11970,24.99,1.9992,0.6248,27.614,NULL
52895,1,1,11356,64.97,5.1976,1.6243,71.7919,NULL
52896,1,1,11071,146.06,11.6848,3.6515,161.3963,NULL
52897,1,1,14331,37.27,2.9816,0.9318,41.1834,NULL
52898,1,1,13077,73.97,5.9176,1.8493,81.7369,NULL
52899,1,1,10937,14.98,1.1984,0.3745,16.5529,NULL
52900,1,1,11390,68.97,5.5176,1.7243,76.2119,NULL
52901,1,1,3331,69.97,5.5976,1.7493,77.3169,NULL
52902,1,1,693,123.98,9.9184,3.0995,136.9979,NULL
52903,1,1,9768,13.98,1.1184,0.3495,15.4479,NULL
52904,1,1,9129,89.97,7.1976,2.2493,99.4169,NULL
52905,1,1,16141,42.28,3.3824,1.057,46.7194,NULL
52906,1,1,1038,64.97,5.1976,1.6243,71.7919,NULL
52907,1,1,1521,78.98,6.3184,1.9745,87.2729,NULL
52908,1,1,3024,24.99,1.9992,0.6248,27.614,NULL
52909,1,1,11495,60.47,4.8376,1.5118,66.8194,NULL
52910,1,1,8893,25.48,2.0384,0.637,28.1554,NULL
52911,1,1,14099,36.27,2.9016,0.9068,40.0784,NULL
52912,1,1,7775,115.96,9.2768,2.899,128.1358,NULL
52913,1,1,10102,4.99,0.3992,0.1248,5.514,NULL
52914,1,1,11057,39.99,3.1992,0.9998,44.189,NULL
52915,1,1,16533,74.98,5.9984,1.8745,82.8529,NULL
52916,1,1,3978,74.98,5.9984,1.8745,82.8529,NULL
52917,1,1,3462,75.97,6.0776,1.8993,83.9469,NULL
52918,1,1,NULL,106.97,8.5576,2.6743,118.2019,NULL
52919,1,1,10974,2475.95,198.076,61.8988,2735.9248,NULL
52920,1,1,13251,2478.34,198.2672,61.9585,2738.5657,NULL
52921,1,1,3314,804.48,64.3584,20.112,888.9504,NULL
52922,1,1,14279,2394.97,191.5976,59.8743,2646.4419,NULL
52923,1,1,6275,556.26,44.5008,13.9065,614.6673,NULL
52924,1,1,4323,1155.48,92.4384,28.887,1276.8054,NULL
52925,1,1,8051,1151.76,92.1408,28.794,1272.6948,NULL
52926,1,1,17718,562.96,45.0368,14.074,622.0708,NULL
52927,1,1,12219,539.99,43.1992,13.4998,596.689,NULL
52928,1,1,17852,578.46,46.2768,14.4615,639.1983,NULL
52929,1,1,1026,2428.05,194.244,60.7013,2682.9953,NULL
52930,1,1,7349,1120.49,89.6392,28.0123,1238.1415,NULL
52931,1,1,8100,7.95,0.636,0.1988,8.7848,NULL
52932,1,1,2730,7.28,0.5824,0.182,8.0444,NULL
52933,1,1,12180,76.96,6.1568,1.924,85.0408,NULL
52934,1,1,18575,53.99,4.3192,1.3498,59.659,NULL
52935,1,1,2629,24.99,1.9992,0.6248,27.614,NULL
52936,1,1,19153,22.93,1.8344,0.5733,25.3377,NULL
52937,1,1,6773,69.99,5.5992,1.7498,77.339,NULL
52938,1,1,4811,119.98,9.5984,2.9995,132.5779,NULL
52939,1,1,12724,113.97,9.1176,2.8493,125.9369,NULL
52940,1,1,16186,39.98,3.1984,0.9995,44.1779,NULL
52941,1,1,10693,30.97,2.4776,0.7743,34.2219,NULL
52942,1,1,14272,4.99,0.3992,0.1248,5.514,NULL
52943,1,1,12619,119.98,9.5984,2.9995,132.5779,NULL
52944,1,1,1405,63.97,5.1176,1.5993,70.6869,NULL
52945,1,1,4337,37.93,3.0344,0.9483,41.9127,NULL
52946,1,1,11558,78.98,6.3184,1.9745,87.2729,NULL
52947,1,1,4465,4.99,0.3992,0.1248,5.514,NULL
52948,1,1,9107,21.49,1.7192,0.5373,23.7465,NULL
52949,1,1,NULL,92.96,7.4368,2.324,102.7208,NULL
52950,1,1,3175,74.98,5.9984,1.8745,82.8529,NULL
52951,1,1,13610,56.97,4.5576,1.4243,62.9519,NULL
52952,1,1,2743,49.99,3.9992,1.2498,55.239,NULL
52953,1,1,18923,8.99,0.7192,0.2248,9.934,NULL
52954,1,1,10115,2451.3,196.104,61.2825,2708.6865,NULL
52955,1,1,7570,2443.35,195.468,61.0838,2699.9018,NULL
52956,1,1,18393,2294.99,183.5992,57.3748,2535.964,NULL
52957,1,1,15718,2329.98,186.3984,58.2495,2574.6279,NULL
52958,1,1,1759,777.34,62.1872,19.4335,858.9607,NULL
52959,1,1,17859,2322.28,185.7824,58.057,2566.1194,NULL
52960,1,1,NULL,553.97,44.3176,13.8493,612.1369,NULL
52961,1,1,8894,563.77,45.1016,14.0943,622.9659,NULL
52962,1,1,2943,539.99,43.1992,13.4998,596.689,NULL
52963,1,1,2569,2525.94,202.0752,63.1485,2791.1637,NULL
52964,1,1,11621,1143.46,91.4768,28.5865,1263.5233,NULL
52965,1,1,616,2354.98,188.3984,58.8745,2602.2529,NULL
52966,1,1,4390,2294.99,183.5992,57.3748,2535.964,NULL
52967,1,1,4044,2309.97,184.7976,57.7493,2552.5169,NULL
52968,1,1,6971,34.99,2.7992,0.8748,38.664,NULL
52969,1,1,NULL,27.28,2.1824,0.682,30.1444,NULL
52970,1,1,2702,69.97,5.5976,1.7493,77.3169,NULL
52971,1,1,4648,53.99,4.3192,1.3498,59.659,NULL
52972,1,1,10393,58.98,4.7184,1.4745,65.1729,NULL
52973,1,1,10757,49.99,3.9992,1.2498,55.239,NULL
52974,1,1,4525,8.99,0.7192,0.2248,9.934,NULL
52975,1,1,6790,159,12.72,3.975,175.695,NULL
52976,1,1,11512,38.98,3.1184,0.9745,43.0729,NULL
52977,1,1,574,88.97,7.1176,2.2243,98.3119,NULL
52978,1,1,18861,28.99,2.3192,0.7248,32.034,NULL
52979,1,1,6809,36.59,2.9272,0.9148,40.432,NULL
52980,1,1,2411,71.58,5.7264,1.7895,79.0959,NULL
52981,1,1,7447,29.99,2.3992,0.7498,33.139,NULL
52982,1,1,3174,69.97,5.5976,1.7493,77.3169,NULL
52983,1,1,2177,17.27,1.3816,0.4318,19.0834,NULL
52984,1,1,14288,49.97,3.9976,1.2493,55.2169,NULL
52985,1,1,8320,68.49,5.4792,1.7123,75.6815,NULL
52986,1,1,2814,29.98,2.3984,0.7495,33.1279,NULL
52987,1,1,14519,91.96,7.3568,2.299,101.6158,NULL
52988,1,1,2029,66.96,5.3568,1.674,73.9908,NULL
52989,1,1,12887,38.98,3.1184,0.9745,43.0729,NULL
52990,1,1,13186,27.28,2.1824,0.682,30.1444,NULL
52991,1,1,8047,67.97,5.4376,1.6993,75.1069,NULL
52992,1,1,4397,3.99,0.3192,0.0998,4.409,NULL
52993,1,1,2460,123.99,9.9192,3.0998,137.009,NULL
52994,1,1,5415,4.99,0.3992,0.1248,5.514,NULL
52995,1,1,3056,81.46,6.5168,2.0365,90.0133,NULL
52996,1,1,15491,120.47,9.6376,3.0118,133.1194,NULL
52997,1,1,17046,589.98,47.1984,14.7495,651.9279,NULL
52998,1,1,9612,2381.44,190.5152,59.536,2631.4912,NULL
52999,1,1,6171,2294.99,183.5992,57.3748,2535.964,NULL
53000,1,1,15288,839.48,67.1584,20.987,927.6254,NULL
53001,1,1,18602,539.99,43.1992,13.4998,596.689,NULL
53002,1,1,NULL,2419.06,193.5248,60.4765,2673.0613,NULL
53003,1,1,NULL,2452.34,196.1872,61.3085,2709.8357,NULL
53004,1,1,7588,1205.47,96.4376,30.1368,1332.0444,NULL
53005,1,1,17900,2329.98,186.3984,58.2495,2574.6279,NULL
53006,1,1,2968,2329.98,186.3984,58.2495,2574.6279,NULL
53007,1,1,18732,8.99,0.7192,0.2248,9.934,NULL
53008,1,1,13001,40.22,3.2176,1.0055,44.4431,NULL
53009,1,1,5790,78.98,6.3184,1.9745,87.2729,NULL
53010,1,1,7770,93.49,7.4792,2.3373,103.3065,NULL
53011,1,1,4938,69.97,5.5976,1.7493,77.3169,NULL
53012,1,1,3675,120.47,9.6376,3.0118,133.1194,NULL
53013,1,1,12643,105.45,8.436,2.6363,116.5223,NULL
53014,1,1,6068,58.98,4.7184,1.4745,65.1729,NULL
53015,1,1,3381,2.29,0.1832,0.0573,2.5305,NULL
53016,1,1,17910,8.99,0.7192,0.2248,9.934,NULL
53017,1,1,9909,8.99,0.7192,0.2248,9.934,NULL
53018,1,1,6128,28.98,2.3184,0.7245,32.0229,NULL
53019,1,1,685,49.97,3.9976,1.2493,55.2169,NULL
53020,1,1,15008,4.99,0.3992,0.1248,5.514,NULL
53021,1,1,6960,7.28,0.5824,0.182,8.0444,NULL
53022,1,1,NULL,4.99,0.3992,0.1248,5.514,NULL
53023,1,1,2233,71.58,5.7264,1.7895,79.0959,NULL
53024,1,1,8330,96.07,7.6856,2.4018,106.1574,NULL
53025,1,1,13119,91.58,7.3264,2.2895,101.1959,NULL
53026,1,1,11843,24.99,1.9992,0.6248,27.614,NULL
53027,1,1,3627,36.59,2.9272,0.9148,40.432,NULL
53028,1,1,12438,34.89,2.7912,0.8723,38.5535,NULL
53029,1,1,8780,14.98,1.1984,0.3745,16.5529,NULL
53030,1,1,18857,74.46,5.9568,1.8615,82.2783,NULL
53031,1,1,7798,74.46,5.9568,1.8615,82.2783,NULL
53032,1,1,18729,69.99,5.5992,1.7498,77.339,NULL
53033,1,1,4797,148.47,11.8776,3.7118,164.0594,NULL
53034,1,1,7421,13.98,1.1184,0.3495,15.4479,NULL
53035,1,1,3973,7.28,0.5824,0.182,8.0444,NULL
53036,1,1,18369,32.27,2.5816,0.8068,35.6584,NULL
53037,1,1,8617,32.27,2.5816,0.8068,35.6584,NULL
53038,1,1,2824,24.99,1.9992,0.6248,27.614,NULL
53039,1,1,5717,38.98,3.1184,0.9745,43.0729,NULL
53040,1,1,12342,60.47,4.8376,1.5118,66.8194,NULL
53041,1,1,NULL,36.27,2.9016,0.9068,40.0784,NULL
53042,1,1,2233,42.28,3.3824,1.057,46.7194,NULL
53043,1,1,2285,56.97,4.5576,1.4243,62.9519,NULL
